iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
TWN,Asia,Taiwan,2020-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0,0,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12,0.001,0.001,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-22,1,1,NA,0,0,NA,0.04185256880185638,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,44,0.003,0.002,NA,NA,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-23,1,0,NA,0,0,NA,0.04185256880185638,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,70,0.006,0.003,19,0.001,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-24,3,2,NA,0,0,NA,0.12555770640556912,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,57,0.008,0.002,27,0.001,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-25,3,0,NA,0,0,NA,0.12555770640556912,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,91,0.012,0.004,40,0.002,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-26,4,1,NA,0,0,NA,0.16741027520742552,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,117,0.017,0.005,56,0.002,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-27,5,1,NA,0,0,NA,0.20926284400928188,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,123,0.022,0.005,73,0.003,NA,NA,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-28,8,3,NA,0,0,NA,0.33482055041485104,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,95,0.026,0.004,85,0.004,0.0118,85,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-29,8,0,NA,0,0,NA,0.33482055041485104,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,106,0.03,0.004,94,0.004,0.0106,94,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-30,9,1,NA,0,0,NA,0.37667311921670743,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,100,0.034,0.004,98,0.004,0.0117,85.7,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-01-31,10,1,NA,0,0,NA,0.41852568801856377,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,93,0.038,0.004,104,0.004,0.0096,104,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,-922.4,-5.91,-5.91,-38.721375
TWN,Asia,Taiwan,2020-02-01,10,0,NA,0,0,NA,0.41852568801856377,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,87,0.042,0.004,103,0.004,0.0097,103,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-02,10,0,NA,0,0,NA,0.41852568801856377,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067,64,0.045,0.003,95,0.004,0.009,110.9,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-03,10,0,NA,0,0,NA,0.41852568801856377,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198,131,0.05,0.005,97,0.004,0.0074,135.9,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-04,11,1,NA,0,0,NA,0.46037825682042016,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301,103,0.055,0.004,98,0.004,0.0044,228.4,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-05,11,0,NA,0,0,NA,0.46037825682042016,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458,157,0.061,0.007,105,0.004,0.0041,244.8,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-06,16,5,NA,0,0,NA,0.6696411008297021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,77,0.064,0.003,102,0.004,0.0098,102,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-07,16,0,NA,0,0,NA,0.6696411008297021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,199,0.073,0.008,117,0.005,0.0073,136.5,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-08,17,1,NA,0,0,NA,0.7114936696315585,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,225,0.082,0.009,137,0.006,0.0073,137,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-09,18,1,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2087,128,0.087,0.005,146,0.006,0.0078,127.7,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-10,18,0,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2292,205,0.096,0.009,156,0.007,0.0073,136.5,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-11,18,0,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2460,168,0.103,0.007,166,0.007,0.006,166,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-12,18,0,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588,128,0.108,0.005,161,0.007,0.0062,161,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-13,18,0,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703,115,0.113,0.005,167,0.007,0.0017,583.9,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-14,18,0,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775,72,0.116,0.003,149,0.006,0.0019,521,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-15,18,0,NA,0,0,NA,0.7533462384334149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2864,89,0.12,0.004,129,0.005,0.0011,902.1,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-16,20,2,NA,1,1,NA,0.8370513760371275,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2976,112,0.125,0.005,127,0.005,0.0023,444.1,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-17,22,2,NA,1,0,NA,0.9207565136408403,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3789,813,0.159,0.034,214,0.009,0.0027,374.8,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-18,22,0,NA,1,0,NA,0.9207565136408403,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4621,832,0.194,0.035,309,0.013,0.0018,541.2,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-19,23,1,NA,1,0,NA,0.9626090824426967,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5317,696,0.223,0.029,390,0.016,0.0018,546.2,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-20,24,1,NA,1,0,NA,1.004461651244553,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6113,796,0.256,0.033,487,0.02,0.0018,568.3,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-21,26,2,NA,1,0,NA,1.0881667888482658,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6827,714,0.286,0.03,579,0.024,0.002,506.6,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-22,26,0,NA,1,0,NA,1.0881667888482658,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7271,444,0.305,0.019,630,0.026,0.0018,551.2,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-23,28,2,NA,1,0,NA,1.1718719264519786,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7599,328,0.318,0.014,660,0.028,0.0017,577.4,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-24,30,2,NA,1,0,NA,1.2555770640556914,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8297,698,0.348,0.029,644,0.027,0.0018,563.4,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-25,31,1,NA,1,0,NA,1.2974296328575479,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8906,609,0.373,0.026,612,0.026,0.0021,475.9,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-26,32,1,NA,1,0,NA,1.3392822016594041,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9427,521,0.395,0.022,587,0.025,0.0022,456.5,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-27,32,0,NA,1,0,NA,1.3392822016594041,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9947,520,0.417,0.022,548,0.023,0.0021,479.4,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-28,34,2,NA,1,0,NA,1.422987339263117,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10318,371,0.432,0.016,499,0.021,0.0023,436.6,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,NA,NA,NA,NA
TWN,Asia,Taiwan,2020-02-29,39,5,NA,1,0,NA,1.6322501832723988,NA,NA,0.04185256880185638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10829,511,0.454,0.021,508,0.021,0.0037,273.6,people tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,23893396,602.6,1.99,10.38,25.296509
